gene_name	D30_M1234_CD4512_CX3CR6Neg_S31	D30_M1234_CD4512_Slamf6_S29	D30_M1234_CD451_CX3CR6Neg_S28	D30_M1234_CD451_Slamf6_S26	D30_M567_CD4512_CX3CR6Neg_S24	D30_M567_CD4512_Slamf6_S35	D30_M567_CD451_CX3CR6Neg_S34	D30_M567_CD451_Slamf6_S32
Trim5	555	481	1056	288	1	306	791	500
Trim50	0	0	2	0	0	0	0	2
Trim52	10	8	6	10	0	0	0	6
Trim56	487	747	666	393	1762	508	314	911
Trim59	513	457	361	445	1534	251	99	735
Trim6	814	1267	709	703	1721	755	1054	1347
Trim62	120	51	19	100	1	1	19	231
Trim63	2	6	6	2	1	9	0	8
Trim65	727	835	688	580	1271	456	1017	1079
Trim66	0	0	0	1	1	0	0	0
Trim67	5	8	7	1	9	2	19	27
Trim68	105	209	68	143	726	81	61	231
Trim69	0	26	12	0	0	0	76	0
Trim7	3	6	1	2	1447	28	5	3
Trim8	953	1493	800	733	928	665	486	1306
Trim9	0	8	13	5	1	4	2	1
Triml1	17	25	11	13	0	11	12	11
Triml2	13	39	38	37	19	17	21	33
Trio	29	50	33	14	16	20	13	16
Triobp	547	562	243	317	632	406	442	749
Trip10	6	0	0	48	0	12	0	47
Trip11	743	841	1122	761	32	301	462	860
Trip12	1674	2479	1960	1918	3163	759	779	2606
Trip13	166	89	128	0	1198	0	147	0
Trip4	1449	1050	1218	707	1239	213	732	1201
Trip6	19	103	52	149	0	43	32	43
Trir	281	259	199	84	1095	488	809	276
Trit1	29	241	106	167	488	41	0	362
Trmo	143	389	260	166	1018	254	129	245
Trmt1	587	1314	1012	588	2	356	164	1104
Trmt10a	184	186	219	89	554	149	37	132
Trmt10b	350	426	473	243	405	161	910	433
Trmt10c	525	449	839	343	0	550	522	885
Trmt11	255	339	142	247	43	146	157	472
Trmt112	840	1235	1288	959	1306	579	1399	1454
Trmt12	169	203	301	90	0	127	436	405
Trmt13	137	301	122	100	0	102	542	324
Trmt1l	1490	1809	1868	1212	746	1143	1072	2230
Trmt2a	1248	2075	1406	859	1930	606	826	1327
Trmt2b	627	685	497	209	73	401	140	919
Trmt44	134	158	304	109	3	1	24	233
Trmt5	83	242	273	75	871	78	68	144
Trmt6	848	539	705	832	2	530	154	903
Trmt61a	28	74	38	82	3	25	2	71
Trmu	334	315	146	318	1	7	1	631
Trnau1ap	922	1200	867	707	1503	568	1206	1648
Trnt1	1153	1153	710	938	471	979	817	1586
Troap	37	1	0	1	670	0	1	1
Trp53	1904	2865	1983	1924	4231	1312	1635	3057
Trp53bp1	553	1259	558	829	668	298	623	1022
Trp53bp2	191	349	163	333	74	113	29	403
Trp53i11	661	1145	808	1154	2919	141	334	1397
Trp53i13	448	415	778	243	1160	236	229	535
Trp53inp1	563	493	778	893	1	161	106	740
Trp53inp2	1488	1175	1814	1596	1241	40	699	565
Trp53rka	590	680	246	471	1322	496	725	782
Trp53rkb	165	177	82	51	3	110	80	138
Trp53tg5	6	6	1	0	0	0	3	4
Trp73	2	0	16	0	618	1	0	34
Trpc1	1	3	24	1	0	0	2	0
Trpc2	27	23	29	0	0	0	9	3
Trpc4	0	0	3	0	2	0	0	0
Trpc4ap	1077	1371	884	580	1253	1486	464	1332
Trpc6	4	0	1	1	0	0	2	5
Trpc7	15	30	19	12	0	8	8	22
Trpm1	87	316	68	489	1	74	116	532
Trpm2	121	119	122	122	254	70	93	175
Trpm3	52	74	89	84	94	67	82	105
Trpm4	25	212	223	130	21	22	9	124
Trpm5	1	0	2	0	0	0	0	0
Trpm6	0	4	0	19	0	71	1	0
Trpm7	806	1216	1530	1018	741	505	385	754
Trps1	941	1171	978	915	849	303	279	1154
Trpt1	82	122	234	35	0	0	71	93
Trpv2	1262	2301	1032	1602	3061	757	674	2692
Trpv3	4	1	1	2	1	0	0	0
Trpv4	5	28	3	1	6	0	0	5
Trpv6	6	0	16	0	0	0	0	0
Trrap	2888	3744	2410	1954	2226	2168	1197	5478
Trub1	122	267	236	126	1	104	140	306
Trub2	546	781	382	484	174	197	403	450
Try5	2	2	2	131	0	1	0	3
Tsacc	2	29	0	17	0	0	0	47
Tsbp1	0	13	5	2	0	44	0	11
Tsc1	225	395	514	202	0	238	147	415
Tsc2	1124	1239	1200	1227	1036	411	782	1266
Tsc22d1	27	178	0	176	1547	182	42	102
Tsc22d2	276	264	298	193	376	74	94	306
Tsc22d3	2067	2710	1686	1313	3958	1356	646	1825
Tsen15	199	65	64	106	5	96	62	98
Tsen2	207	334	19	217	2	90	215	296
Tsen34	185	215	183	164	2	126	531	333
Tsen54	361	577	272	381	0	223	51	723
Tsfm	288	514	346	199	617	129	229	420
Tsg101	1730	2280	1300	866	3438	1462	913	1959
Tsga10	286	75	161	21	39	23	244	50
Tsga13	2	4	1	0	1	0	1	3
Tshb	15	21	16	5	0	3	13	22
Tshr	2	0	2	5	42	1	3	0
Tshz1	304	131	437	102	471	119	71	199
Tshz2	1	42	0	43	1	9	8	41
Tsku	0	0	0	0	0	0	1	27
Tsn	2340	2514	2213	1506	2503	1614	2019	2721
Tsnax	1304	2103	1322	2239	5	1068	1018	2501
Tsnaxip1	0	1	0	0	0	0	0	15
Tspan1	0	3	1	4	0	1	1	2
Tspan13	1545	1634	1362	1117	2422	726	1447	2821
Tspan14	1160	658	1063	442	1180	751	719	868
Tspan15	10	15	30	14	882	15	4	14
Tspan17	14	23	0	0	1	0	0	28
Tspan18	28	45	58	43	47	5	27	47
Tspan2	4	10	0	0	0	0	7	0
Tspan3	1428	3075	1161	2061	3423	1750	1893	2668
Tspan31	210	1909	3	1208	1588	771	117	1715
Tspan32	1232	3552	1372	1624	1605	1568	1637	2945
Tspan33	15	22	16	15	22	20	22	43
Tspan4	150	20	93	35	697	35	10	123
Tspan5	42	102	39	35	2	108	66	44
Tspan6	0	39	0	13	0	0	0	42
Tspan7	26	41	23	13	10	18	26	51
Tspear	0	41	51	0	0	38	0	42
Tspo	2717	4281	2463	2488	5350	1618	3692	4891
Tspo2	6	0	5	2	0	11	1	1
Tspoap1	229	133	299	76	0	13	210	3
Tspyl1	1968	2426	2779	1998	3692	1179	2158	3404
Tspyl2	184	306	324	215	72	141	284	298
Tspyl3	1233	878	1331	747	2547	419	353	898
Tspyl4	409	209	535	201	0	257	190	390
Tsr1	537	849	631	492	3120	585	228	848
Tsr2	288	416	381	417	949	181	342	494
Tsr3	1107	1198	1300	599	2180	595	1395	1635
Tssc4	290	346	304	293	1	94	225	424
Tssk2	0	0	1	0	0	3	0	0
Tssk3	2	0	0	0	0	0	0	3
Tssk4	16	46	42	53	0	0	0	11
Tssk6	51	43	49	68	0	0	0	56
Tst	45	52	58	7	912	6	4	118
Tstd1	127	66	65	39	38	83	176	143
Tstd2	691	972	996	726	0	399	18	854
Tstd3	416	249	337	274	1059	192	255	466
Tsx	12	10	0	0	0	0	0	0
Ttbk1	29	90	27	43	38	8	9	95
Ttbk2	99	138	34	46	855	52	32	48
Ttc1	703	844	387	584	39	293	997	1259
Ttc12	0	0	1	0	0	0	0	1
Ttc13	695	779	341	569	2885	558	90	940
Ttc14	773	607	715	700	131	507	400	789
Ttc16	85	8	162	0	0	0	324	1
Ttc17	1346	2421	1702	1286	583	819	253	2370
Ttc19	223	255	395	257	48	94	112	246
Ttc21a	4	0	0	0	0	0	1	0
Ttc21b	414	422	278	279	1312	60	117	322
Ttc23	18	27	48	104	27	14	19	74
Ttc27	120	186	137	209	1	103	192	381
Ttc28	83	91	17	21	0	50	0	13
Ttc3	987	1273	1601	693	3337	684	1189	1384
Ttc32	94	97	105	22	0	7	245	89
Ttc33	537	715	429	480	421	411	907	1033
Ttc36	1	13	0	17	0	0	0	0
Ttc38	265	290	209	224	372	439	160	393
Ttc39a	4	25	60	15	1	11	0	17
Ttc39b	2681	2044	2906	1889	1103	859	1130	2558
Ttc39c	261	346	273	54	1287	404	394	387
Ttc4	900	1312	687	1060	1535	368	740	1550
Ttc41	38	19	26	3	44	50	51	35
Ttc5	1829	1874	1992	1392	10	722	1226	2657
Ttc7	566	443	338	580	929	273	575	430
Ttc7b	220	314	240	200	1	4	12	291
Ttc8	3	103	2	54	0	79	0	112
Ttc9c	591	582	332	237	82	343	449	648
Ttf1	740	729	837	123	2516	318	480	961
Ttf2	288	425	521	135	2	97	0	304
Tti1	636	764	797	276	0	194	420	611
Tti2	509	395	638	208	1	224	309	569
Ttk	33	11	0	5	2	0	0	0
Ttl	75	62	0	0	0	44	0	101
Ttll1	263	179	80	258	1128	6	169	198
Ttll10	0	0	0	2	0	10	0	1
Ttll12	363	454	87	268	0	173	118	509
Ttll13	0	1	3	35	0	0	0	0
Ttll3	248	250	541	175	74	213	15	304
Ttll4	208	492	295	110	8	168	4	421
Ttll5	136	367	280	126	10	73	255	317
Ttll8	6	0	30	1	0	0	0	2
Ttll9	1	25	1	8	0	0	2	4
Ttn	777	2286	909	1288	0	674	603	1657
Ttpal	1035	1334	906	1286	8	891	137	1050
Ttyh1	52	58	95	25	11	24	39	132
Ttyh2	171	26	151	0	330	53	77	43
Ttyh3	36	52	75	58	50	5	19	43
Tub	1	12	1	72	1	1	1	6
Tuba	0	23	0	2	1	0	1	1
Tuba1a	2700	3702	2199	3697	4296	1098	3213	3411
Tuba1b	7760	10139	5936	5751	17934	4436	6690	10992
Tuba1c	677	806	1025	607	683	756	1049	946
Tuba3a	14	64	17	15	0	36	0	23
Tuba4a	810	1238	1016	1274	0	142	888	1108
Tuba8	0	176	0	92	0	2	0	194
Tubal3	2	3	1	3	8	1	3	15
Tubb1	9	0	7	33	39	0	0	0
Tubb2a	223	492	304	383	259	129	1	125
Tubb2b	0	1	0	0	0	3	0	0
Tubb3	11	35	0	0	0	0	0	0
Tubb4a	118	30	153	134	0	16	69	115
Tubb4b	2084	1977	2195	1350	791	926	2701	2116
Tubb5	27101	41112	13490	19687	56507	28318	23224	50576
Tubb6	84	31	10	3	0	0	0	56
Tubd1	241	179	53	116	1	62	240	243
Tube1	22	143	24	3	1	105	58	18
Tubg1	730	922	737	682	1	297	967	792
Tubg2	31	65	0	0	0	20	0	28
Tubgcp2	1104	990	1055	397	3246	453	216	1025
Tubgcp3	798	1153	893	601	2195	174	152	972
Tubgcp4	912	1363	1049	751	1351	583	779	1431
Tubgcp5	591	840	257	833	1391	308	80	723
Tubgcp6	343	567	268	336	39	192	63	354
Tufm	863	1529	787	1327	1086	321	270	1694
Tuft1	98	117	4	3	0	0	0	124
Tug1	6070	6420	5592	4243	2253	2626	1693	5091
Tulp1	198	276	259	109	279	151	323	337
Tulp2	19	33	13	38	52	33	18	80
Tulp3	119	255	240	166	244	164	138	261
Tulp4	1166	1130	1585	859	3422	399	843	1103
Tunar	2	14	12	9	4	7	3	11
Tusc2	451	964	270	509	0	343	749	1348
Tusc3	221	479	430	341	6	182	291	581
Tut1	1321	1829	1336	961	2443	677	755	1896
Tut4	360	484	347	159	1	223	121	558
Tut7	1598	1690	1807	1153	244	530	594	1556
Tvp23a	37	54	41	123	1	66	15	83
Tvp23b	569	744	520	327	683	401	484	742
Twf1	3483	4964	2802	2320	6862	2713	4081	5874
Twf2	1015	979	825	886	2856	433	504	1222
Twnk	219	566	663	32	1117	195	98	502
Twsg1	829	370	454	300	1663	226	301	463
Txk	3548	1556	4322	637	3733	654	3461	1147
Txlna	913	1493	1544	1026	2237	561	348	2241
Txlnb	47	16	83	66	8	1	26	48
Txlng	796	789	431	434	2092	503	606	854
Txn1	1120	1355	1886	1314	1016	444	1799	1404
Txn2	1493	2245	1880	1177	2511	1161	2757	3291
Txndc11	501	638	471	721	1704	749	133	678
Txndc12	410	385	372	250	0	249	636	535
Txndc15	602	890	446	894	24	285	810	1017
Txndc16	318	362	693	499	10	254	167	489
Txndc17	488	693	798	470	684	229	843	877
Txndc5	1520	668	220	337	0	538	862	1062
Txndc9	1244	1446	1046	794	572	896	747	1938
Txnip	1583	1886	1533	1290	2359	938	726	2270
Txnl1	894	627	756	693	1432	246	465	1084
Txnl4a	832	1147	873	669	547	572	822	1730
Txnl4b	652	672	302	498	1022	300	317	1057
Txnrd1	947	589	600	292	1718	450	322	538
Txnrd2	410	505	231	224	1204	175	192	573
Txnrd3	0	22	0	0	0	92	0	5
Tyk2	1675	1838	3155	1880	20	995	830	2755
Tymp	23	19	32	25	0	17	46	12
Tyms	1425	1278	878	462	1248	687	812	1545
Tyr	11	40	13	10	12	15	8	37
Tyro3	9	34	2	0	0	0	0	0
Tyrobp	31	14	0	41	0	36	1	19
Tysnd1	485	616	363	250	1	147	346	720
Tyw1	984	1528	406	705	315	465	567	1919
Tyw3	61	154	69	172	1	39	144	124
Tyw5	174	168	104	236	0	0	244	192
U2af1	1222	1636	1573	1159	3089	962	1160	1741
U2af1l4	420	734	639	595	1898	269	264	956
U2af2	285	420	332	308	203	167	184	328
U2surp	2147	2931	1923	2264	4416	1796	1084	3469
U90926	5	28	1	0	0	0	0	0
Uap1	148	191	327	20	0	140	76	126
Uap1l1	412	595	671	245	158	187	426	547
Uba1	4404	6042	4168	3206	4594	2012	1435	7193
Uba1y	4	7	8	4	3	0	0	8
Uba2	2146	2636	1319	2125	2768	1468	818	2510
Uba3	384	666	612	527	2	370	621	874
Uba5	627	469	131	142	1349	412	1094	815
Uba52	3270	4865	4852	4960	2042	2653	4753	6463
Uba52rt	4620	7459	6473	6307	4978	4013	6722	9374
Uba6	156	530	152	164	540	198	133	412
Uba7	3521	5050	4260	3115	3862	1882	1265	5551
Ubac1	169	143	76	91	39	65	318	106
Ubac2	3326	4873	3247	4438	209	2647	2314	6270
Ubald1	1156	1953	1301	1285	704	534	394	1312
Ubald2	87	216	219	76	146	76	58	95
Ubap1	1266	1156	991	639	491	701	450	1431
Ubap1l	12	4	2	2	0	1	1	12
Ubap2	467	664	522	836	786	187	225	813
Ubap2l	3680	4852	3351	3061	1130	2948	651	5010
Ubash3a	5227	4504	4362	2874	1008	1885	2274	4650
Ubash3b	2739	1037	2750	894	6719	409	1907	1195
Ubb	63055	76858	53970	43195	81935	37391	75162	81625
Ubc	30697	33582	35106	31268	32178	12026	24643	30051
Ube2a	232	402	263	495	1	117	561	412
Ube2b	1607	1680	2166	1479	1467	802	1117	1935
Ube2c	136	25	55	9	2	42	288	68
Ube2cbp	67	1	15	0	1061	41	0	31
Ube2d	13	43	16	31	0	28	26	44
Ube2d1	174	332	92	131	318	67	138	191
Ube2d2a	649	1117	518	772	625	518	557	875
Ube2d3	5887	6720	3601	4487	8543	4218	6452	7663
Ube2d4	0	6	0	0	0	0	1	0
Ube2e1	586	755	449	406	607	386	306	635
Ube2e2	2	3	12	4	0	1	2	10
Ube2e3	323	163	247	205	0	299	105	271
Ube2f	1056	809	933	400	105	500	1064	1173
Ube2g1	1352	941	763	534	1058	706	682	1676
Ube2g2	3015	3146	2292	1629	1180	1024	2794	3227
Ube2h	5519	5160	4581	1975	4114	3219	4245	6162
Ube2i	6672	7024	6871	4206	5230	3474	5148	8701
Ube2j1	1153	1510	1262	972	2889	488	146	1176
Ube2j2	502	595	534	393	695	412	631	538
Ube2k	816	937	1157	541	1337	404	459	1039
Ube2l3	1059	1367	1015	1310	1976	739	1541	1478
Ube2l6	2337	2514	2577	1186	2656	1081	4184	2822
Ube2m	58	98	66	15	0	61	25	78
Ube2n	1654	1660	1778	1413	4170	910	1202	2165
Ube2o	298	307	52	112	1	0	102	52
Ube2q1	450	814	367	184	285	228	342	710
Ube2q2	228	385	158	306	1	207	49	736
Ube2q2l	1	1	6	0	0	0	5	4
Ube2r2	322	551	403	83	377	192	479	348
Ube2s	183	196	159	125	3	44	164	242
Ube2t	241	199	148	164	91	60	318	217
Ube2u	1	1	0	0	0	0	0	0
Ube2v1	5799	5995	4930	3594	7075	3222	5273	7363
Ube2v2	494	534	321	541	933	410	698	775
Ube2w	472	566	589	520	2	388	381	717
Ube2z	359	432	373	289	1019	81	295	439
Ube3a	1116	831	414	532	1827	766	240	852
Ube3b	966	810	704	669	520	546	536	1023
Ube3c	555	498	381	297	451	214	158	569
Ube4a	764	722	488	687	1073	359	179	994
Ube4b	379	839	527	541	2	229	34	517
Ubfd1	488	576	457	278	390	540	254	868
Ubiad1	215	288	438	234	0	290	192	459
Ubl3	564	1336	981	1294	1334	842	647	1222
Ubl4a	738	811	554	546	894	536	914	875
Ubl5	1413	1467	2238	1014	2262	743	2321	1560
Ubl7	851	1255	927	602	814	445	589	1100
Ublcp1	381	333	325	184	956	194	296	384
Ubn1	982	1169	813	1264	320	257	466	1154
Ubn2	1198	1428	1318	918	505	1177	1009	1668
Ubox5	455	589	352	575	0	233	165	426
Ubp1	916	1137	1649	656	609	565	575	896
Ubqln1	1140	932	136	442	3	1160	354	1231
Ubqln2	9	63	34	1	39	70	189	58
Ubqln4	299	333	276	329	411	139	166	358
Ubr1	639	977	1096	652	1994	157	361	1437
Ubr2	731	1443	568	953	221	366	294	1405
Ubr3	240	235	416	320	0	314	171	378
Ubr4	1688	2503	1611	1781	419	1000	949	2010
Ubr5	788	1625	915	719	1283	163	286	992
Ubr7	404	739	262	459	1	149	115	613
Ubtd1	47	102	12	96	0	88	0	194
Ubtd2	35	5	0	0	0	0	0	20
Ubtf	1801	2094	2199	1383	236	809	1086	2585
Ubtfl1	23	11	15	32	21	6	0	19
Ubxn1	813	1258	1240	831	1851	531	1479	1532
Ubxn11	261	953	71	276	0	360	1	1033
Ubxn2a	585	329	360	375	155	187	469	518
Ubxn2b	385	538	169	671	687	318	727	704
Ubxn4	1336	1881	1223	1171	2581	784	1629	2036
Ubxn6	430	1078	627	563	14	354	199	901
Ubxn7	325	420	703	294	119	108	161	443
Ubxn8	876	491	569	421	1941	451	558	592
Uchl3	916	1007	756	415	5089	958	751	1548
Uchl4	3	5	20	2	1	6	2	3
Uchl5	1827	2140	1733	1190	2356	1296	1959	2646
Uck1	1149	1606	1430	815	1	526	260	1709
Uck2	228	369	40	85	771	258	127	393
Uckl1	1654	2415	1331	1175	1168	885	1622	2239
Ucp2	3742	4005	5946	3235	6552	1702	3559	3940
Ucp3	0	6	0	0	32	0	0	0
Uevld	114	113	79	67	6	8	8	77
Ufc1	1049	1030	1003	659	3	393	1372	1059
Ufd1	1574	1388	1443	1140	1256	532	1037	1471
Ufl1	891	1101	786	788	2662	571	380	1532
Ufm1	333	206	290	268	525	182	334	341
Ufsp1	27	8	1	41	0	0	25	0
Ufsp2	522	763	369	447	2394	580	306	962
Ugcg	268	247	385	109	581	94	86	193
Ugdh	240	246	177	150	52	161	93	312
Uggt1	1053	1203	1084	791	1303	331	524	1019
Uggt2	24	35	89	47	735	55	13	39
Ugp2	651	491	585	434	1895	468	488	667
Ugt1a1	0	0	1	0	0	0	0	0
Ugt1a6a	0	0	0	0	0	0	0	0
Ugt1a7c	0	33	0	14	0	0	0	29
Ugt1a9	3	0	0	0	0	0	0	9
Ugt3a1	5	3	3	0	0	0	0	1
Uhmk1	621	977	1202	542	1001	593	462	765
Uhrf1	385	197	140	74	0	37	230	268
Uhrf2	555	806	396	634	130	658	493	872
Uimc1	1040	1552	969	549	3000	727	449	1462
Ulbp1	316	128	414	72	1523	80	67	217
Ulk1	250	348	368	239	1	195	25	372
Ulk2	246	206	173	228	60	178	121	291
Ulk3	501	828	1119	778	1682	673	286	1413
Ulk4	0	0	6	2	0	0	0	3
Umad1	431	367	499	277	2	223	383	441
Umps	527	643	429	376	1	507	113	685
Unc119	207	101	416	24	0	44	580	219
Unc119b	2942	3276	2958	1745	770	1631	700	3827
Unc13a	2	1	16	2	1	6	0	0
Unc13b	33	4	4	6	5	2	1	11
Unc13c	3	1	4	1	2	3	0	2
Unc13d	2712	3246	3059	1941	2748	1034	1680	3561
Unc45a	1166	2010	1274	1068	1665	433	754	1744
Unc50	1033	755	426	555	280	550	1003	1010
Unc5a	0	18	0	0	1	0	0	37
Unc5c	4	23	16	16	11	8	25	6
Unc5cl	279	98	410	104	0	281	357	305
Unc5d	3	7	5	7	19	5	1	9
Unc79	13	12	4	6	18	1	4	9
Unc93a	4	5	2	2	0	1	3	6
Unc93a2	5	3	3	1	1	0	0	3
Unc93b1	508	918	461	569	3928	986	448	1104
Uncx	7	5	12	12	1	11	9	11
Ung	187	267	198	107	1	114	133	262
Unk	553	736	584	578	1024	237	27	950
Unkl	839	883	838	532	528	354	152	1074
Uox	5	9	2	15	0	6	13	23
Upb1	79	130	130	107	43	30	110	124
Upf1	239	228	465	242	391	78	275	286
Upf2	460	738	640	434	266	139	266	879
Upf3a	619	815	325	488	89	432	955	723
Upf3b	577	603	856	356	1209	456	1151	892
Upk1a	42	7	0	0	0	0	47	14
Uprt	69	93	60	24	32	75	9	65
Uqcc1	1004	490	1459	501	46	775	1131	903
Uqcc2	282	238	313	300	736	226	579	383
Uqcc3	356	609	423	421	507	372	377	825
Uqcc4	387	557	248	306	518	289	595	676
Uqcc5	154	259	186	164	89	93	331	224
Uqcc6	61	132	147	54	18	48	76	128
Uqcr10	795	987	860	494	474	403	1095	1062
Uqcr11	526	531	592	402	3	256	499	870
Uqcrb	593	689	1265	850	1256	457	1024	775
Uqcrc1	4968	6231	3966	3167	8578	2310	5562	6442
Uqcrc2	1530	1735	1997	1550	5437	957	2499	2166
Uqcrfs1	1587	1343	1702	659	2161	674	1319	1204
Uqcrh	907	1290	1725	1216	1213	668	1563	1566
Uqcrq	1097	1180	1111	771	1015	749	2023	1681
Urb1	174	182	81	45	2	90	64	259
Urb2	79	238	13	71	0	86	55	192
Urgcp	790	798	1005	834	0	286	138	972
Uri1	529	600	417	265	790	590	250	774
Urm1	30	45	67	39	0	27	60	42
Uroc1	0	0	4	1	2	0	1	1
Urod	610	481	689	360	3	275	478	621
Uros	423	602	339	323	798	416	315	969
Usb1	822	858	918	781	2603	1005	664	1077
Use1	893	1660	1451	1079	28	583	1086	1794
Usf1	738	756	1151	688	56	361	1303	871
Usf2	446	474	508	259	42	320	299	412
Usf3	385	633	235	294	17	60	43	562
Ush1g	1	0	2	0	2	0	0	2
Ush2a	0	2	0	0	0	5	0	0
Ushbp1	82	129	49	70	105	78	34	205
Uso1	582	684	481	338	3093	216	631	1336
Usp1	262	325	44	195	2115	417	204	234
Usp10	998	1225	924	901	1505	911	276	1656
Usp11	512	1205	544	413	989	410	482	1227
Usp12	149	245	205	278	357	17	159	246
Usp14	792	891	766	410	1382	436	264	1242
Usp15	2160	2265	2166	1505	213	984	553	2720
Usp16	1000	927	1091	865	162	647	557	1297
Usp17la	6	17	18	5	42	9	4	33
Usp17lc	7	8	29	9	12	3	0	7
Usp18	1343	5956	1040	3689	2632	2544	1739	8805
Usp19	1248	1273	1231	514	863	412	247	821
Usp2	2	28	14	101	33	8	0	12
Usp20	924	578	1128	377	89	106	127	392
Usp21	633	1193	834	665	0	515	584	1264
Usp22	822	1627	582	787	3465	689	591	1170
Usp24	365	1052	485	682	0	356	272	649
Usp25	1098	959	1100	453	67	648	697	1074
Usp26	5	1	2	5	5	3	0	8
Usp27x	1	13	6	33	3	2	5	4
Usp28	191	334	121	262	1	105	0	357
Usp29	19	18	18	18	10	9	21	22
Usp3	2410	3689	2195	2081	425	1426	1518	3629
Usp30	255	181	237	0	283	53	37	220
Usp31	45	94	81	20	187	110	0	220
Usp32	150	334	283	135	1	169	19	409
Usp33	328	1101	163	857	36	423	164	1163
Usp34	492	691	573	448	1280	348	189	535
Usp35	34	175	91	0	0	0	100	148
Usp36	320	577	457	541	102	73	27	669
Usp37	3498	2893	1970	1786	3159	3111	907	4267
Usp38	1613	1864	2489	1315	3308	306	333	1057
Usp39	1064	1393	977	1018	362	371	979	1077
Usp4	3277	4628	2595	2590	6150	1464	822	4432
Usp40	161	203	285	326	115	144	361	516
Usp42	394	401	379	254	1093	179	498	379
Usp44	13	32	13	8	40	11	42	29
Usp45	55	113	108	126	129	32	79	119
Usp46	141	42	74	59	0	110	2	70
Usp47	1178	2017	1218	1344	3	458	411	1059
Usp48	2816	3922	2140	2221	285	1252	1868	3410
Usp49	49	22	51	31	0	11	0	10
Usp5	1239	1605	861	793	235	728	710	1759
Usp50	67	148	255	94	4	85	267	142
Usp51	2	0	1	18	0	0	0	0
Usp53	127	522	71	432	1443	70	70	318
Usp54	26	161	82	54	0	15	1	35
Usp6nl	61	230	24	121	3	58	0	290
Usp7	824	1010	746	419	12	577	379	979
Usp8	1211	1205	1237	1029	1	458	318	1353
Usp9x	826	1092	661	696	492	618	219	1157
Uspl1	1161	1242	1357	1358	7	921	340	1608
Ust	30	37	0	0	451	0	0	11
Utf1	15	21	24	56	0	15	36	54
Utp11	1194	1290	1295	894	2140	999	1866	1983
Utp14a	481	814	333	656	796	141	148	833
Utp14b	2	5	7	10	3	5	3	12
Utp15	787	735	403	326	1	733	129	1075
Utp18	290	566	113	239	491	519	225	462
Utp20	128	387	147	275	42	162	104	410
Utp23	405	606	546	258	26	599	419	584
Utp25	124	214	168	87	0	0	151	191
Utp3	603	652	740	704	1026	157	600	996
Utp4	755	1224	361	587	1980	607	292	1521
Utp6	505	438	329	409	250	425	176	645
Utrn	1765	3129	2583	2721	472	1207	1313	3141
Uty	129	158	178	102	88	68	116	152
Uvrag	935	948	471	921	312	530	66	1264
Uvssa	1058	2085	1132	1011	950	952	836	2099
Uxs1	170	221	203	129	1000	80	334	184
Uxt	189	191	377	152	3	124	59	238
V1ra8	11	14	18	21	30	9	9	16
Vac14	216	187	79	68	0	54	218	328
Vamp1	247	421	488	307	19	32	247	397
Vamp2	450	581	739	299	473	165	207	401
Vamp3	1043	849	1270	915	527	396	1036	979
Vamp4	448	628	292	388	231	186	150	497
Vamp5	490	434	516	205	5	256	763	456
Vamp7	73	91	84	55	191	35	141	162
Vamp8	3099	2861	3405	1682	3918	1484	5150	3269
Vamp9	4	0	0	26	0	0	0	0
Vangl1	59	91	55	51	1	39	34	81
Vangl2	26	43	48	24	48	9	38	33
Vapa	1879	2576	665	1527	4144	1559	1569	2894
Vapb	12	77	0	16	0	68	2	21
Vars	1892	3861	1539	2008	933	1651	582	2779
Vars2	26	145	85	140	0	32	67	70
Vasp	650	613	1000	282	478	174	658	774
Vat1	8	14	68	20	0	44	0	57
Vav1	2736	3170	3623	1709	4996	1450	1943	5024
Vav2	2	74	51	2	1	174	1	178
Vav3	311	133	93	36	0	76	23	109
Vax2	41	146	7	2	0	35	2	127
Vbp1	806	675	920	952	88	400	362	973
Vcam1	70	18	20	21	890	7	17	29
Vcl	37	27	0	103	1	6	0	22
Vcp	4984	5710	4114	4597	8810	2880	2802	6494
Vcpip1	1242	1604	1076	1270	1415	688	237	1405
Vcpkmt	401	363	522	149	36	175	303	535
Vdac1	552	937	415	421	643	204	612	855
Vdac2	2011	2674	1864	1919	465	1205	3314	3230
Vdac3	1488	1897	1148	747	2680	653	2516	1691
Vegfa	0	1	0	0	0	0	0	1
Vegfb	38	22	0	17	0	24	0	5
Vegfd	7	14	1	9	0	2	0	0
Veph1	5	8	5	13	26	2	2	12
Vezf1	721	747	835	577	3	278	288	918
Vezt	148	340	204	463	21	151	101	618
Vgf	1	1	0	0	0	0	0	2
Vgll4	703	1171	1387	1135	2209	542	916	1394
Vhl	606	785	680	640	1191	140	140	760
Vil1	0	5	24	10	0	16	25	1
Vill	89	10	43	0	0	0	0	0
Vim	1879	1276	1480	841	3904	1051	658	1013
Vinac1	0	22	0	0	0	0	0	2
Vip	0	0	0	1	1	0	0	1
Vipas39	538	885	733	608	1209	25	241	618
Vipr1	38	1	0	0	1	0	0	0
Vipr2	1	4	0	0	1	12	0	0
Virma	624	658	691	513	2079	142	237	1084
Vit	13	13	16	11	4	4	13	7
Vkorc1	98	267	153	286	0	123	207	469
Vkorc1l1	20	116	49	14	12	12	100	100
Vldlr	3	4	0	0	0	1	1	0
Vma21	223	326	299	117	7	156	160	189
